sid,search,"splunk_server","_time","is_realtime","event_count","exec_time","result_count","scan_count",status,"total_run_time","savedsearch_name","api_et","api_lt","search_et","search_lt","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_scan_count","__mv_status","__mv_total_run_time","__mv_savedsearch_name","__mv_api_et","__mv_api_lt","__mv_search_et","__mv_search_lt"
"admin__admin__SplunkAppForWebAnalytics__search4_1475198009.481","| tstats summariesonly=t max(Web.http_session_pageviews) AS http_session_pageviews,max(Web.http_session_duration) AS http_session_duration,first(Web.http_session_channel) AS http_session_channel FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.http_session | stats count(eval(http_session_pageviews=1)) AS Bounces, count(eval(http_session_pageviews>1)) AS NonBounces,avg(http_session_pageviews) AS ""Pages/Session"", avg(http_session_duration) AS ""Avg. Session Duration"", count AS Sessions, sum(http_session_pageviews) AS Pageviews, sum(Duration) AS Duration by http_session_channel | eval Bouncerate=round(100*(Bounces/(Bounces+NonBounces)),2) | fields http_session_channel Bouncerate ""Pages/Session"" ""Avg. Session Duration"" Sessions Pageviews Duration Bounces NonBounces | eval Bouncerate=Bouncerate.""%"" | rename http_session_channel as ""Channel"" | eval ""Pages/Session""=round('Pages/Session',2) | eval ""Avg. Session Duration""=round('Avg. Session Duration',2) | appendpipe [stats sum(Sessions) AS Sessions, sum(Pageviews) as Pageviews, sum(Duration) as Duration, sum(Bounces) as Bounces, sum(NonBounces) as NonBounces |  eval ""Pages/Session""=round(Pageviews/Sessions,2) | eval ""Avg. Session Duration""=round(Duration/Sessions,2)|  eval Bouncerate=round(100*(Bounces/NonBounces),2).""%"" ] | fields - Sessions Pageviews Duration Bounces NonBounces",testingserver,"1475198009.903026",0,1377,1475198010,0,25043,completed,"0.312000",search4,"1451574000.000000000","1475198009.000000000","1451574000.000000000","1475198009.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__base1_1475198009.482","| tstats summariesonly=t first(Web.http_session_channel) AS http_session_channel FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.http_session",testingserver,"1475198009.929953",0,1377,1475198010,0,25043,completed,"0.376000",base1,"1451574000.000000000","1475198009.000000000","1451574000.000000000","1475198009.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search2_1475198009.483","| tstats summariesonly=t prestats=t dc(Web.http_session) AS Sessions FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY _time,Web.http_session_channel span=1d | timechart usenull=f span=1d dc(Web.http_session) AS Sessions by Web.http_session_channel",testingserver,"1475198009.954049",0,1377,1475198010,274,25043,completed,"0.379000",search2,"1451574000.000000000","1475198009.000000000","1451574000.000000000","1475198009.000000000",,,,,,,,,,,,,,,,
"1475198076.484","| tstats summariesonly=t first(Web.http_session_channel) AS http_session_channel FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.http_session |  top http_session_channel countfield=Sessions percentfield=""% Sessions""  |  eval ""% Sessions""=round('% Sessions',2) | eval ""% Sessions""='% Sessions'.""%"" | rename http_session_channel as Channel | addcoltotals labelfield=Channel",testingserver,"1475198076.185868",0,1377,1475198076,0,25043,completed,"0.228000",,"1451574000.000000000","1475198009.000000000","1451574000.000000000","1475198009.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search7_1475198100.485","|inputlookup WA_settings.csv | search key=site | fields value source | dedup value",testingserver,"1475198100.017972",0,0,1475198100,1,0,completed,"0.016000",search7,,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search1_1475198100.486","| tstats summariesonly=t prestats=t count AS Pageviews FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY _time span=1d | timechart span=1d count AS Pageviews",testingserver,"1475198100.745759",0,0,1475198100,0,0,completed,"1.412000",search1,"1472569200.000000000","1475198100.000000000","1472569200.000000000","1475198100.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search3_1475198100.488","| tstats summariesonly=t dc(Web.http_session) AS Sessions FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview",testingserver,"1475198100.762162",0,0,1475198101,1,0,completed,"1.274000",search3,"1472569200.000000000","1475198100.000000000","1472569200.000000000","1475198100.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search4_1475198100.489","| tstats summariesonly=t max(Web.http_session_duration) AS http_session_duration FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.http_session | stats avg(http_session_duration)  AS AvgDuration | eval AvgDuration=round(AvgDuration, 0) | fieldformat AvgDuration = strftime(AvgDuration, ""%M:%S"")",testingserver,"1475198100.767313",0,0,1475198101,0,0,completed,"1.219000",search4,"1472569200.000000000","1475198100.000000000","1472569200.000000000","1475198100.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search6_1475198100.490","| tstats summariesonly=t count FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.uri | eventstats sum(count) as Total| eval percent = round((count/Total)*100,2) . ""%""  | fields - Total| rename percent AS ""% Pageviews"" | addcoltotals Pageviews labelfield=Web.uri | sort -Pageviews | rename Web.uri AS Page | rename count as Pageviews | sort -Pageviews",testingserver,"1475198100.779412",0,0,1475198101,0,0,completed,"1.213000",search6,"1472569200.000000000","1475198100.000000000","1472569200.000000000","1475198100.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search5_1475198100.491","| tstats summariesonly=t max(Web.http_session_pageviews) as http_session_pageviews FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.http_session | stats count(eval(http_session_pageviews=1)) AS Bounces, count(eval(http_session_pageviews>1)) AS NonBounces | eval Bouncerate=round(100*(Bounces/(Bounces+NonBounces)),2) | fields Bouncerate | eval Bouncerate=Bouncerate.""%""",testingserver,"1475198100.799149",0,0,1475198101,1,0,completed,"1.353000",search5,"1472569200.000000000","1475198100.000000000","1472569200.000000000","1475198100.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search3_1475198118.492","| tstats summariesonly=t dc(Web.http_session) AS Sessions FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview",testingserver,"1475198118.031844",0,1377,1475198118,1,25043,completed,"0.601000",search3,"1451574000.000000000","1475198118.000000000","1451574000.000000000","1475198118.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search1_1475198118.493","| tstats summariesonly=t prestats=t count AS Pageviews FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY _time span=1d | timechart span=1d count AS Pageviews",testingserver,"1475198118.082179",0,1377,1475198118,274,25043,completed,"0.634000",search1,"1451574000.000000000","1475198118.000000000","1451574000.000000000","1475198118.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search4_1475198118.496","| tstats summariesonly=t max(Web.http_session_duration) AS http_session_duration FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.http_session | stats avg(http_session_duration)  AS AvgDuration | eval AvgDuration=round(AvgDuration, 0) | fieldformat AvgDuration = strftime(AvgDuration, ""%M:%S"")",testingserver,"1475198118.134165",0,1377,1475198118,0,25043,completed,"0.779000",search4,"1451574000.000000000","1475198118.000000000","1451574000.000000000","1475198118.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search6_1475198118.497","| tstats summariesonly=t count FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.uri | eventstats sum(count) as Total| eval percent = round((count/Total)*100,2) . ""%""  | fields - Total| rename percent AS ""% Pageviews"" | addcoltotals Pageviews labelfield=Web.uri | sort -Pageviews | rename Web.uri AS Page | rename count as Pageviews | sort -Pageviews",testingserver,"1475198118.214262",0,1377,1475198118,100,25043,completed,"0.772000",search6,"1451574000.000000000","1475198118.000000000","1451574000.000000000","1475198118.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search1_1475198204.498","|inputlookup WA_settings.csv | search key=site | fields value source | dedup value",testingserver,"1475198204.619583",0,0,1475198204,1,0,canceled,"0.017000",search1,"1472569200.000000000","1475198204.000000000","1472569200.000000000","1475198204.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__RMD54d74139b64edf25c_1475198204.499","| tstats summariesonly=t count FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview ""Web.http_session_pageviews"">1 GROUPBY ""Web.site"",""Web.http_session"",_time span=1s,""Web.http_referer"",""Web.uri"",""Web.http_session_channel"" | rename Web.uri AS to ""Web.http_referer"" AS from ""Web.http_session_channel"" AS channel ""Web.site"" AS site ""Web.http_session"" AS http_session | rex field=from ""https?://.+?(?<from_path>/[^\\?]+)""  | rename from_path AS from | eval from=if(isnull(from),""/"",from) | streamstats global=f count AS interaction by http_session  | eval interaction=interaction-1 | where interaction<=round(100/20,0) | stats list(from) AS from, list(to) AS to,earliest(to) AS landing_page, list(channel) as channel, list(interaction) as interaction by http_session | search to=""*"" landing_page=""*"" | eval fields = mvzip(from,mvzip(to,mvzip(interaction,channel)))  | fields http_session fields | mvexpand fields | rex field=fields ""(?<from>[^\,]+),(?<to>[^\,]+),(?<interaction>[^\,]+),(?<channel>.+)"" | eval from=if(interaction=0, """", from) | table http_session from to interaction | where interaction>=1 | where to!=""*"" | where to!=from | stats count by from,to,interaction | sort interaction,-count,from,to | streamstats global=f count AS interaction_rank by interaction | where interaction_rank<=round(100/10,0) | stats sum(count) AS count by from,to | sort from to count | head 100",testingserver,"1475198204.670047",0,0,1475198204,0,0,canceled,"0.350000","sankey_search","1472569200.000000000","1475198204.000000000","1472569200.000000000","1475198204.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search2_1475198204.500","| tstats summariesonly=t count FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY ""Web.site"",""Web.http_session"",""Web.uri"" | stats last(""Web.uri"") AS landing_page by ""Web.http_session"" | top limit=20 landing_page | eval landing_page_description=landing_page+"" (""+count+"")"" | fields landing_page landing_page_description",testingserver,"1475198204.786427",0,1377,1475198205,0,25043,completed,"0.280000",search2,,"1475198204.000000000",,"1475198204.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search3_1475198204.501","|inputlookup WA_pages | search site=* | sort http_request | dedup http_request",testingserver,"1475198204.805281",0,0,1475198205,100,0,canceled,"0.099000",search3,"1472569200.000000000","1475198204.000000000","1472569200.000000000","1475198204.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__RMD54d74139b64edf25c_1475198211.502","| tstats summariesonly=t count FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview ""Web.http_session_pageviews"">1 GROUPBY ""Web.site"",""Web.http_session"",_time span=1s,""Web.http_referer"",""Web.uri"",""Web.http_session_channel"" | rename Web.uri AS to ""Web.http_referer"" AS from ""Web.http_session_channel"" AS channel ""Web.site"" AS site ""Web.http_session"" AS http_session | rex field=from ""https?://.+?(?<from_path>/[^\\?]+)""  | rename from_path AS from | eval from=if(isnull(from),""/"",from) | streamstats global=f count AS interaction by http_session  | eval interaction=interaction-1 | where interaction<=round(100/20,0) | stats list(from) AS from, list(to) AS to,earliest(to) AS landing_page, list(channel) as channel, list(interaction) as interaction by http_session | search to=""*"" landing_page=""*"" | eval fields = mvzip(from,mvzip(to,mvzip(interaction,channel)))  | fields http_session fields | mvexpand fields | rex field=fields ""(?<from>[^\,]+),(?<to>[^\,]+),(?<interaction>[^\,]+),(?<channel>.+)"" | eval from=if(interaction=0, """", from) | table http_session from to interaction | where interaction>=1 | where to!=""*"" | where to!=from | stats count by from,to,interaction | sort interaction,-count,from,to | streamstats global=f count AS interaction_rank by interaction | where interaction_rank<=round(100/10,0) | stats sum(count) AS count by from,to | sort from to count | head 100",testingserver,"1475198211.331866",0,0,1475198211,0,25043,completed,"0.248000","sankey_search","1451574000.000000000","1475198211.000000000","1451574000.000000000","1475198211.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search1_1475198211.503","|inputlookup WA_settings.csv | search key=site | fields value source | dedup value",testingserver,"1475198211.365074",0,0,1475198211,1,0,completed,"0.043000",search1,"1451574000.000000000","1475198211.000000000","1451574000.000000000","1475198211.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search3_1475198211.504","|inputlookup WA_pages | search site=* | sort http_request | dedup http_request",testingserver,"1475198211.377358",0,0,1475198211,100,0,completed,"0.044000",search3,"1451574000.000000000","1475198211.000000000","1451574000.000000000","1475198211.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search7_1475198302.506","|inputlookup WA_settings.csv | search key=site | fields value source | dedup value",testingserver,"1475198302.451556",0,0,1475198302,1,0,completed,"0.015000",search7,,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search1_1475198303.507","| tstats summariesonly=t prestats=t count AS Pageviews FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY _time span=1d | timechart span=1d count AS Pageviews",testingserver,"1475198303.093788",0,0,1475198303,0,0,completed,"1.161000",search1,"1472569200.000000000","1475198303.000000000","1472569200.000000000","1475198303.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search3_1475198303.509","| tstats summariesonly=t dc(Web.http_session) AS Sessions FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview",testingserver,"1475198303.113723",0,0,1475198303,1,0,completed,"1.225000",search3,"1472569200.000000000","1475198303.000000000","1472569200.000000000","1475198303.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search5_1475198303.510","| tstats summariesonly=t max(Web.http_session_pageviews) as http_session_pageviews FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.http_session | stats count(eval(http_session_pageviews=1)) AS Bounces, count(eval(http_session_pageviews>1)) AS NonBounces | eval Bouncerate=round(100*(Bounces/(Bounces+NonBounces)),2) | fields Bouncerate | eval Bouncerate=Bouncerate.""%""",testingserver,"1475198303.135946",0,0,1475198303,1,0,completed,"0.987000",search5,"1472569200.000000000","1475198303.000000000","1472569200.000000000","1475198303.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search4_1475198303.511","| tstats summariesonly=t max(Web.http_session_duration) AS http_session_duration FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.http_session | stats avg(http_session_duration)  AS AvgDuration | eval AvgDuration=round(AvgDuration, 0) | fieldformat AvgDuration = strftime(AvgDuration, ""%M:%S"")",testingserver,"1475198303.154583",0,0,1475198303,0,0,completed,"1.084000",search4,"1472569200.000000000","1475198303.000000000","1472569200.000000000","1475198303.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search6_1475198303.512","| tstats summariesonly=t count FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.uri | eventstats sum(count) as Total| eval percent = round((count/Total)*100,2) . ""%""  | fields - Total| rename percent AS ""% Pageviews"" | addcoltotals Pageviews labelfield=Web.uri | sort -Pageviews | rename Web.uri AS Page | rename count as Pageviews | sort -Pageviews",testingserver,"1475198303.165218",0,0,1475198303,0,0,completed,"1.036000",search6,"1472569200.000000000","1475198303.000000000","1472569200.000000000","1475198303.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search2_1475198318.513","| tstats summariesonly=t count AS Pageviews FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview",testingserver,"1475198318.083334",0,1377,1475198318,1,25043,completed,"0.819000",search2,"1451574000.000000000","1475198318.000000000","1451574000.000000000","1475198318.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search1_1475198318.514","| tstats summariesonly=t prestats=t count AS Pageviews FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY _time span=1d | timechart span=1d count AS Pageviews",testingserver,"1475198318.127149",0,1377,1475198318,274,25043,completed,"0.876000",search1,"1451574000.000000000","1475198318.000000000","1451574000.000000000","1475198318.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search3_1475198318.515","| tstats summariesonly=t dc(Web.http_session) AS Sessions FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview",testingserver,"1475198318.153265",0,1377,1475198318,1,25043,completed,"0.789000",search3,"1451574000.000000000","1475198318.000000000","1451574000.000000000","1475198318.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search4_1475198318.516","| tstats summariesonly=t max(Web.http_session_duration) AS http_session_duration FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.http_session | stats avg(http_session_duration)  AS AvgDuration | eval AvgDuration=round(AvgDuration, 0) | fieldformat AvgDuration = strftime(AvgDuration, ""%M:%S"")",testingserver,"1475198318.178223",0,1377,1475198318,0,25043,completed,"0.814000",search4,"1451574000.000000000","1475198318.000000000","1451574000.000000000","1475198318.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search5_1475198318.517","| tstats summariesonly=t max(Web.http_session_pageviews) as http_session_pageviews FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.http_session | stats count(eval(http_session_pageviews=1)) AS Bounces, count(eval(http_session_pageviews>1)) AS NonBounces | eval Bouncerate=round(100*(Bounces/(Bounces+NonBounces)),2) | fields Bouncerate | eval Bouncerate=Bouncerate.""%""",testingserver,"1475198318.252409",0,1377,1475198318,1,25043,completed,"0.763000",search5,"1451574000.000000000","1475198318.000000000","1451574000.000000000","1475198318.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search6_1475198318.518","| tstats summariesonly=t count FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.uri | eventstats sum(count) as Total| eval percent = round((count/Total)*100,2) . ""%""  | fields - Total| rename percent AS ""% Pageviews"" | addcoltotals Pageviews labelfield=Web.uri | sort -Pageviews | rename Web.uri AS Page | rename count as Pageviews | sort -Pageviews",testingserver,"1475198318.281215",0,1377,1475198318,100,25043,completed,"0.695000",search6,"1451574000.000000000","1475198318.000000000","1451574000.000000000","1475198318.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search7_1475198331.519","|inputlookup WA_settings.csv | search key=site | fields value source | dedup value",testingserver,"1475198331.383633",0,0,1475198331,1,0,completed,"0.017000",search7,,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search3_1475198332.520","| tstats summariesonly=t prestats=t count AS Requests FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=non-pageview GROUPBY ""Web.eventtype"" Web.uri _time span=1d | search Web.eventtype=""direct-referer"" | timechart useother=f span=1d limit=20 count by Web.uri",testingserver,"1475198332.325263",0,0,1475198332,0,0,canceled,"1.010000",search3,"1472569200.000000000","1475198332.000000000","1472569200.000000000","1475198332.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search1_1475198332.521","| tstats summariesonly=t prestats=t count AS Requests FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview OR ""Web.eventtype""=non-pageview GROUPBY ""Web.eventtype"" _time span=1d | search Web.eventtype=pageview OR Web.eventtype=non-pageview | timechart span=1d count by Web.eventtype",testingserver,"1475198332.361661",0,0,1475198332,0,0,canceled,"0.928000",search1,"1472569200.000000000","1475198332.000000000","1472569200.000000000","1475198332.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search2_1475198332.522","| tstats summariesonly=t sum(Web.bytes) AS Volume FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview OR ""Web.eventtype""=non-pageview GROUPBY ""Web.eventtype"" _time span=1d | search Web.eventtype=pageview OR  Web.eventtype=non-pageview | eval Volume=round(Volume/1024/1024,1) |  timechart span=1d sum(Volume) AS Volume by Web.eventtype",testingserver,"1475198332.378395",0,0,1475198332,0,0,canceled,"0.986000",search2,"1472569200.000000000","1475198332.000000000","1472569200.000000000","1475198332.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search4_1475198332.523","| tstats summariesonly=t sum(Web.bytes) AS Volume FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=non-pageview GROUPBY ""Web.eventtype"" Web.uri _time span=1d | search Web.eventtype=""direct-referer"" | eval Volume=round(Volume/1024/1024,1) |  timechart useother=f span=1d limit=20 sum(Volume) by Web.uri",testingserver,"1475198332.404374",0,0,1475198332,0,0,canceled,"1.035000",search4,"1472569200.000000000","1475198332.000000000","1472569200.000000000","1475198332.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search6_1475198332.525","| tstats summariesonly=t count AS Requests FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=direct-referer ""Web.eventtype""!=resourceview ""Web.eventtype""!=web-uri-nonpage GROUPBY  Web.uri Web.clientip | eventstats sum(Requests) as Total by Web.uri | sort -Total -Requests | streamstats dc(Web.clientip) as ""clientip_order"" by Web.uri | streamstats dc(Web.uri) as ""uri_order"" | where clientip_order<6 AND uri_order<6 | rename Web.uri AS uri, Web.clientip as clientip, Total AS ""Total Requests for uri"" | iplocation clientip | fields - clientip_order uri_order Region lat lon | table uri ""Total Requests for uri"" clientip Requests Country City",testingserver,"1475198332.443246",0,0,1475198332,0,0,canceled,"0.883000",search6,"1472569200.000000000","1475198332.000000000","1472569200.000000000","1475198332.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search3_1475198344.526","| tstats summariesonly=t prestats=t count AS Requests FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=non-pageview GROUPBY ""Web.eventtype"" Web.uri _time span=1d | search Web.eventtype=""direct-referer"" | timechart useother=f span=1d limit=20 count by Web.uri",testingserver,"1475198344.480927",0,23666,1475198344,274,25043,completed,"1.152000",search3,"1451574000.000000000","1475198344.000000000","1451574000.000000000","1475198344.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search1_1475198344.527","| tstats summariesonly=t prestats=t count AS Requests FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview OR ""Web.eventtype""=non-pageview GROUPBY ""Web.eventtype"" _time span=1d | search Web.eventtype=pageview OR Web.eventtype=non-pageview | timechart span=1d count by Web.eventtype",testingserver,"1475198344.516423",0,25043,1475198344,274,25043,completed,"1.015000",search1,"1451574000.000000000","1475198344.000000000","1451574000.000000000","1475198344.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search2_1475198344.528","| tstats summariesonly=t sum(Web.bytes) AS Volume FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview OR ""Web.eventtype""=non-pageview GROUPBY ""Web.eventtype"" _time span=1d | search Web.eventtype=pageview OR  Web.eventtype=non-pageview | eval Volume=round(Volume/1024/1024,1) |  timechart span=1d sum(Volume) AS Volume by Web.eventtype",testingserver,"1475198344.555985",0,25043,1475198344,274,25043,completed,"0.976000",search2,"1451574000.000000000","1475198344.000000000","1451574000.000000000","1475198344.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search5_1475198344.530","| tstats summariesonly=t count FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=""direct-referer"" GROUPBY Web.uri Web.clientip | sort -count",testingserver,"1475198344.616450",0,1549,1475198345,953,25043,completed,"0.762000",search5,"1451574000.000000000","1475198344.000000000","1451574000.000000000","1475198344.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search6_1475198344.531","| tstats summariesonly=t count AS Requests FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=direct-referer ""Web.eventtype""!=resourceview ""Web.eventtype""!=web-uri-nonpage GROUPBY  Web.uri Web.clientip | eventstats sum(Requests) as Total by Web.uri | sort -Total -Requests | streamstats dc(Web.clientip) as ""clientip_order"" by Web.uri | streamstats dc(Web.uri) as ""uri_order"" | where clientip_order<6 AND uri_order<6 | rename Web.uri AS uri, Web.clientip as clientip, Total AS ""Total Requests for uri"" | iplocation clientip | fields - clientip_order uri_order Region lat lon | table uri ""Total Requests for uri"" clientip Requests Country City",testingserver,"1475198344.658572",0,1154,1475198344,22,25043,completed,"1.026000",search6,"1451574000.000000000","1475198344.000000000","1451574000.000000000","1475198344.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search3_1475198354.532","|inputlookup WA_settings.csv | search key=site | fields value source | dedup value",testingserver,"1475198354.970263",0,0,1475198355,1,0,completed,"0.013000",search3,,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search1_1475198355.533","| tstats summariesonly=t  prestats=t sum(Web.bytes) FROM datamodel=Web WHERE Web.status>=400 Web.site=""*"" GROUPBY ""Web.clientip"" _time span=1d |  timechart useother=f span=1d sum(Web.bytes) by ""Web.clientip""",testingserver,"1475198355.304856",0,0,1475198355,0,0,canceled,"0.415000",search1,"1472569200.000000000","1475198355.000000000","1472569200.000000000","1475198355.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search1_1475198362.535","| tstats summariesonly=t  prestats=t sum(Web.bytes) FROM datamodel=Web WHERE Web.status>=400 Web.site=""*"" GROUPBY ""Web.clientip"" _time span=1d |  timechart useother=f span=1d sum(Web.bytes) by ""Web.clientip""",testingserver,"1475198362.485334",0,469,1475198362,274,25043,completed,"0.266000",search1,"1451574000.000000000","1475198362.000000000","1451574000.000000000","1475198362.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search2_1475198362.536","| tstats summariesonly=t sum(Web.bytes) count(Web.bytes) FROM datamodel=Web WHERE Web.status>=400  Web.site=""*"" GROUPBY ""Web.clientip"" | sort 10 -""sum(Web.bytes)""",testingserver,"1475198362.494146",0,469,1475198362,10,25043,completed,"0.265000",search2,"1451574000.000000000","1475198362.000000000","1451574000.000000000","1475198362.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search1_1475198385.537","| tstats summariesonly=t  prestats=t avg(Web.bytes) FROM datamodel=Web WHERE Web.status>=400 Web.site=""*"" GROUPBY ""Web.clientip"" _time span=1d |  timechart useother=f span=1d avg(Web.bytes) by ""Web.clientip""",testingserver,"1475198385.347005",0,469,1475198385,274,25043,canceled,"0.342000",search1,"1451574000.000000000","1475198385.000000000","1451574000.000000000","1475198385.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search2_1475198385.538","| tstats summariesonly=t avg(Web.bytes) count(Web.bytes) FROM datamodel=Web WHERE Web.status>=400  Web.site=""*"" GROUPBY ""Web.clientip"" | sort 10 -""avg(Web.bytes)""",testingserver,"1475198385.363296",0,469,1475198385,10,25043,canceled,"0.319000",search2,"1451574000.000000000","1475198385.000000000","1451574000.000000000","1475198385.000000000",,,,,,,,,,,,,,,,
